Type Document,Titre,Référence,Premier Auteur,Type de verre,Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Ce,Pr,Nd,S_autres_TR,Th,U,Pu,Np,Am,Cm,S_autres_An,Somme,Densité,Homogénéité,B_IV,Irradié,Caractéristiques_si_irradié,Température,Statique_dynamique,Plage_granulométrique_si_poudre,Surface_spécifique_géométrique_si_poudre,Surface_spécifique_BET_si_poudre,Qualité_de_polissage_si_monolithe,Masse_du_verre,Surface_du_verre_S,Volume_de_la_solution_V,Débit_de_la_solution,pH_initial_T_amb,pH_initial_T_essai,Composition_de_la_solution,Durée_de_l_expérience,pH_final_T_amb,pH_final_T_essai,Normalisation_de_la_vitesse_Sgeo_ou_SBET,V0_Si_ou_r0_Si,r2_Si,Ordonnée_à_l_origine_Si,V0_B_ou_r0_B,Ordonnée_à_l_origine_B,V0_Na_ou_r0_Na,r2_Na,Ordonnée_à_l_origine_Na,V0_ΔM_ou_r0_ΔM,Congruence
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,SON68_test14,6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,0,1.99,0,0,0,1.63,0,0,0,0,0,0,0,1.17,0,0.65,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,90.0,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.37,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,SON68_test15,6.99,21.3,0,17.3,0,5.15,40.02,0,0,3.8,0,0,0,0,1.99,0,0,0,1.63,0,0,0,0,0,0,0,1.17,0,0.65,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,90.0,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,0.69,Not available,Not available,Not available,Not available,Not available,Not available
Article,"Impacts of glass composition, pH, and temperature on glass forward dissolution rate",npj Materials Degradation (2018) 2:22 ; doi:10.1038/s41529-018-0042-5,John D. Vienna,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test1,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,8.9,Not available,Not available,Not available,Not available,1.94,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test2,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.3,Not available,Not available,Not available,Not available,2.15,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test3,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.4,Not available,Not available,Not available,Not available,2.94,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test4,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.2,Not available,Not available,Not available,Not available,1.79,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test5,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.1,Not available,Not available,Not available,Not available,1.58,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test6,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.4,Not available,Not available,Not available,Not available,1.61,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test7,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,8.8,Not available,Not available,Not available,Not available,1.82,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test8,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.2,Not available,Not available,Not available,Not available,2.38,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test9,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.0,Not available,Not available,Not available,Not available,2.43,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test10,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,8.6,Not available,Not available,Not available,Not available,3.06,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test11,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.5,Not available,Not available,Not available,Not available,1.62,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test12,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,8.7,Not available,Not available,Not available,Not available,1.31,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test13,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.5,Not available,Not available,Not available,Not available,2.42,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test14,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,8.8,Not available,Not available,Not available,Not available,2.62,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test15,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.3,Not available,Not available,Not available,Not available,2.34,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test16,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,8.9,Not available,Not available,Not available,Not available,2.08,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test17,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.4,Not available,Not available,Not available,Not available,4.14,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test18,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.0,Not available,Not available,Not available,Not available,2.5,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test19,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,8.7,Not available,Not available,Not available,Not available,3.32,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test20,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.0,Not available,Not available,Not available,Not available,2.29,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test21,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.3,Not available,Not available,Not available,Not available,3.35,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test22,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.2,Not available,Not available,Not available,Not available,2.63,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test23,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.0,Not available,Not available,Not available,Not available,2.27,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test24,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.1,Not available,Not available,Not available,Not available,2.37,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,R7T7_test25,21.35,0,49.6,0,0,0,0,1.12,0,11.38,0,0,0,0.55,0,0,0,0,4.9,0,0,0,0,0,0.52,0.28,2.2,0,1.51,0,0.76,0,0,0.04,0.04,0,0.02,0,0.23,0,1.25,0.63,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.55,0.53,0.19,0.03,0,0,0,0,0,100.01,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,AVM_test1,11.96,0,55.33,0,0,0,0,0,0,0,0,0,2.18,0.41,11.92,0,1.79,0,0,0,0,0,0,0,0,0.47,1.7,0,1.21,0,1.21,0,0,0.39,0.1,0,0.06,0.03,0.39,0,2.25,0.99,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,2.47,1.48,0.19,1.16,0,0,0,0,0,99.99,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.8,Not available,Not available,Not available,Not available,9.75,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,AVM_test2,11.96,0,55.33,0,0,0,0,0,0,0,0,0,2.18,0.41,11.92,0,1.79,0,0,0,0,0,0,0,0,0.47,1.7,0,1.21,0,1.21,0,0,0.39,0.1,0,0.06,0.03,0.39,0,2.25,0.99,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,2.47,1.48,0.19,1.16,0,0,0,0,0,99.99,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.2,Not available,Not available,Not available,Not available,4.13,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,"The effect of composition on the leaching of three nuclear waste glasses: R7T7, AVM and VRZ","Journal of Nuclear Materials 346 (2005) 194–207, doi:10.1016/j.jnucmat.2005.06.023",Pierre Frugier,AVM_test3,11.96,0,55.33,0,0,0,0,0,0,0,0,0,2.18,0.41,11.92,0,1.79,0,0,0,0,0,0,0,0,0.47,1.7,0,1.21,0,1.21,0,0,0.39,0.1,0,0.06,0.03,0.39,0,2.25,0.99,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,2.47,1.48,0.19,1.16,0,0,0,0,0,99.99,Not available,Not available,Not available,Not available,Not available,50,Statique,63-125,Not available,Not available,Not available,Not available,Not available,500,Not available,Not available,Not available,Pure water,8736,Not available,9.0,Not available,Not available,Not available,Not available,5.98,Not available,Not available,Not available,Not available,Not available,Not available
